image_id,symsums,area,perimeter,meanblue,scaledsym
ISIC_0012959,575.9210004748311,408356.0,2110.0,122.15922626335845,0.0014103404883847208
ISIC_0012965,2601.853741439183,51363.0,1029.0,90.40262445729417,0.050656187166621555
ISIC_0013010,771.2348856704775,121204.0,1151.0,62.69891257714267,0.0063631141354285135
ISIC_0013082,9955.647500563588,254836.0,2256.0,110.44309281263244,0.03906688027030556
ISIC_0013104,47852.24441897217,867947.0,4828.0,61.23151644051998,0.055132680243116426
ISIC_0013127,98382.63266303949,1884716.0,7286.0,97.89340197674345,0.05220024272253193
ISIC_0013128,222.86946884146892,470897.0,3337.0,64.40140412871605,0.0004732870857989516
ISIC_0013132,970.1934358736326,173736.0,1940.0,54.251243265644426,0.0055842970706913506
ISIC_0013188,1865.7579028138134,92544.0,1356.0,48.95308177731673,0.020160765720239168
ISIC_0013215,34412.674116170034,1675684.0,6407.0,71.14522964950432,0.020536493823519252
ISIC_0013232,78338.81947746128,467956.0,3501.0,66.24158254194839,0.16740637897037602
ISIC_0013421,36799.797218685504,1837528.0,7103.0,95.02012323077525,0.020026795356960822
ISIC_0013491,18961.631542579504,398097.0,2921.0,82.53697214497974,0.0476306818252323
ISIC_0013501,4183.430630566319,809661.0,3059.0,96.02522660718498,0.005166891613362036
ISIC_0013518,194917.34130314272,4680699.0,12142.0,120.07840175153326,0.04164278482832216
ISIC_0013527,2068.8339969033477,32944.0,642.0,84.77282661486159,0.0627985064625834
ISIC_0013549,37260.383048114134,907406.0,3102.0,70.54335325091525,0.04106252663979975
ISIC_0013561,24053.719575334166,435348.0,2274.0,81.56510423844833,0.05525170570516958
ISIC_0013562,51304.14891437371,681634.0,3772.0,91.00440705715971,0.07526641704253853
ISIC_0013632,57297.795388893224,1363349.0,3849.0,160.2036859234136,0.0420272398255276
ISIC_0013637,31515.594499142375,791346.0,4099.0,103.60447263270427,0.03982530334283913
ISIC_0013644,216435.8048949287,1102493.0,3545.0,102.19687834752692,0.1963149016773156
ISIC_0013651,268124.15700124996,4205941.0,6906.0,90.20421185175921,0.0637489106483543
ISIC_0013663,290941.5069470424,2268716.0,8854.0,64.80014157787929,0.12824060259064704
ISIC_0013702,32302.490991895087,1781222.0,4594.0,68.24197264574545,0.018135016854662185
ISIC_0013736,19539.786472812993,1376523.0,5495.0,44.74608270257744,0.014195030866039285
ISIC_0013793,22210.903442708834,301302.0,2733.0,114.25838195564583,0.07371641556547529
ISIC_0013828,74665.28221404133,1907682.0,5824.0,58.02711458199008,0.03913927070341982
ISIC_0013863,13032.193295022473,108573.0,1131.0,126.92422609672755,0.12003162199646757
ISIC_0013898,5989.0409920430975,586840.0,3576.0,50.21222990934497,0.010205577315866502
ISIC_0013945,43465.11803953984,262402.0,3061.0,93.89952820481551,0.16564324219914422
ISIC_0014037,142728.24510158226,3710908.0,7149.0,123.1735947105129,0.038461811799587124
ISIC_0014038,25438.87010640814,1072524.0,5354.0,100.49687466201223,0.023718695438431345
ISIC_0014055,399637.08167732134,4043937.0,9615.0,117.3718470391601,0.09882376547342883
ISIC_0014139,13181.660143595422,807751.0,4107.0,86.32571423619407,0.01631896480919915
ISIC_0014162,48651.54915354744,307338.0,2644.0,177.37028938823056,0.1582998169882912
ISIC_0014178,119924.94233263726,574904.0,3728.0,84.96040208452193,0.20859994422136088
ISIC_0014211,112285.72294648644,1344978.0,5469.0,84.17012025475509,0.08348517443890267
ISIC_0014212,539070.993867618,6376677.0,8006.0,114.25285865976903,0.0845379174556933
ISIC_0014217,536697.792160607,4336071.0,11204.0,91.49922129965123,0.12377513932788622
ISIC_0014302,57967.522104303935,579716.0,3900.0,56.33400320156766,0.0999929657009707
ISIC_0014310,16475.96725828899,589944.0,3441.0,95.68564304408554,0.02792801902941464
ISIC_0014382,608873.0682336148,2726452.0,8243.0,95.9585839031826,0.22332066298383935
ISIC_0014428,8002.384243822191,525860.0,3284.0,82.07377248697372,0.015217708598908818
ISIC_0014558,156308.17985881167,2094081.0,8184.0,85.84177928169923,0.07464285281171629
ISIC_0014568,10246.809750666143,478914.0,2300.0,121.31232956230137,0.021395928602350615
ISIC_0014572,9235.796594316373,274107.0,2424.0,66.32428577161474,0.03369412891431584
ISIC_0014597,2546.8256668512768,60042.0,1129.0,94.21231804403584,0.04241740226593513
ISIC_0014601,37363.827983555966,728470.0,2878.0,119.72739440196577,0.05129082595516077
ISIC_0014608,227230.8040974054,802550.0,4422.0,102.79440408697278,0.28313600909277353
ISIC_0014610,38600.012382615125,183480.0,2141.0,93.2595214737301,0.210377220310743
ISIC_0014611,81118.75842880725,1041865.0,3431.0,131.3271018798021,0.0778591837030779
ISIC_0014616,12622.752554677572,175929.0,1876.0,91.41310414996958,0.0717491292207514
ISIC_0014618,9638.059591155092,205415.0,2432.0,101.09670179879755,0.04691994056497866
ISIC_0014620,10551.347312373051,352503.0,1957.0,135.02994017072194,0.029932645431026264
ISIC_0014623,24614.85241343733,1937167.0,7048.0,127.16317694860588,0.012706623855061194
ISIC_0014624,71363.02523648308,496817.0,3520.0,75.97547587944857,0.14364046567746894
ISIC_0014633,8457.41272436874,97563.0,1400.0,100.70530836485143,0.0866866816761348
ISIC_0014635,26717.313229377964,615555.0,2786.0,163.976080122816,0.04340361662138714
ISIC_0014637,28564.674145579687,290534.0,1764.0,136.65035417541492,0.09831783593513904
ISIC_0014688,1671327.2101609781,24353712.0,25900.0,72.33788644896195,0.0686272059947567
ISIC_0014712,3227838.194519542,24292956.0,18528.0,94.14203445152488,0.132871363802723
ISIC_0014809,237903.26590601355,4795895.0,10591.0,37.58847451831201,0.04960560352259871
ISIC_0014829,210946.20477943122,2637887.0,7781.0,42.67054578152893,0.07996787003364103
ISIC_0014857,2146.8470645584166,18293678.0,14814.0,113.39600173721055,0.00011735458908582607
ISIC_0014931,225562.69468854181,7896961.0,17414.0,20.201252608440132,0.028563227637637037
ISIC_0014937,508487.68652967364,22310872.0,16227.0,93.45473380078411,0.02279102701721715
ISIC_0014945,21272.921076421626,1551024.0,5833.0,43.401017650274916,0.013715404195177913
ISIC_0014946,35467.00467420928,9223399.0,13953.0,62.87896978109697,0.003845329110690027
ISIC_0014979,3148667.8904680377,15588492.0,14431.0,83.48832106402595,0.20198668931337538
ISIC_0014985,4973087.440730061,17073688.0,19027.0,67.68914959137733,0.2912720111044586
ISIC_0014989,619725.9256360922,7256479.0,13078.0,70.30352365107099,0.08540311708145124
ISIC_0015043,756906.6884775497,9769837.0,14467.0,102.08321029306835,0.07747382975555782
ISIC_0015062,1876113.5835589916,27706864.0,23002.0,92.65132542964952,0.06771295313533107
ISIC_0015124,767585.8158721775,12048040.0,17115.0,82.3134816949479,0.0637104305656503
ISIC_0015144,56040.234232608695,2930205.0,7891.0,41.60692613656724,0.019125021707562678
ISIC_0015211,421357.67092539184,13937869.0,12059.0,121.25860861513334,0.030231140135223815
ISIC_0015243,2962085.311955668,19736156.0,18599.0,79.58966724023315,0.1500842064663285
ISIC_0015256,5483167.65440299,25221610.0,18790.0,78.82602505131418,0.21739958925710887
ISIC_0015313,976663.1199965291,18584836.0,18567.0,96.95320174593728,0.052551613584135425
ISIC_0015372,4577795.944520792,23573976.0,15072.0,60.84660450464667,0.1941885384341102
ISIC_0015401,382027.3882999718,6776275.0,12643.0,108.67637957432365,0.056377196660402924
ISIC_0015443,441753.8802840747,9732988.0,13775.0,63.660673885552924,0.045387282947854726
ISIC_0015445,3661082.811917519,12049938.0,19517.0,82.0382285784375,0.30382586299759545
ISIC_0015483,137037.33149456978,8856478.0,13813.0,92.20235278628819,0.015473118263780453
ISIC_0015496,105316.83311701566,8951522.0,13742.0,77.70441037848089,0.011765243175072984
ISIC_0015627,727740.158443375,3193093.0,8751.0,30.18411584003347,0.22791073058109332
